"sub","number","name","url"
"HIS","321","Ancient Latin Language & Literature II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-321"
"HIS","322","Latin Readings","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-322"
"HIS","325","Ancient Greek Language & Literature I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-325"
"HIS","326","Ancient Greek Language & Literature II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-326"
"HIS","327","Greek Readings","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-327"
"HIS","328","Mythology: Classical History and Archaeology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-328"
"HIS","331","Ancient Greece","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-331"
"HIS","332","Ancient Rome","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-332"
"HIS","335","Europe, 1648-1848","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-335"
"HIS","336","Europe, 1848-2001","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-336"
"HIS","337","Modern Russia & the USSR","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-337"
"HIS","338","Modern India","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-338"
"HIS","339","National Socialism & the Final Solution","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-339"
"HIS","340","Pre-Modern Chinese History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-340"
"HIS","344","Medieval Europe","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-344"
"HIS","345","Modern China","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-345"
"HIS","346","Reformation of the 16th Century","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-346"
"HIS","351","History of Science","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-351"
"HIS","352","England to 1688","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-352"
"HIS","354","History of Southeast Asia","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-354"
"HIS","355","Women in Modern East Asian History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-355"
"HIS","356","The Body in History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-356"
"HIS","357","Popular Culture in Modern Chinese History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-357"
"HIS","358","People's Republic of China","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-358"
"HIS","359","Pre-Modern Japan","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-359"
"HIS","360","Britain, Empire, and World, 1639-1832","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-360"
"HIS","361","Britain, Empire, and World, 1832-2010","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-361"
"HIS","362","History of Christianity","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-362"
"HIS","363","The Rise of Christianity: Classical History and Archaeology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-363"
"HIS","364","The Life of Jesus: History and Archaeology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-364"
"HIS","365","The Mondern Jewish Experience in Film","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-365"
"HIS","367","The History of Jewish Art","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-367"
"HIS","368","Jewish History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-368"
"HIS","369","Jews in the Age of the Renaissance","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-369"
"HIS","370","Jewish History From the Diaspora to 1948","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-370"
"HIS","372","Jewish-Christian Relations Through the Ages","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-372"
"HIS","374","Women and Gender in Jewish Societies Ages","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-374"
"HIS","375","From Moses to Jon Stewart: Classic-Heretical Jewish Voices","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-375"
"HIS","376","History of Zionism and Modern Israel","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-376"
"HIS","378","Liberation Theology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-378"
"HIS","380","Colonial Latin America","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-380"
"HIS","381","Military and Society in Latin America","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-381"
"HIS","382","Revolutionary Mexico","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-382"
"HIS","384","Modern Japan","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-384"
"HIS","385","Conquest and Encounters","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-385"
"HIS","386","Religions in Latin American","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-386"
"HIS","387","Cuba","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-387"
"HIS","388","Gender, Race, and Sexuality in Latin America","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-388"
"HIS","389","Latin American-U.S. Relations","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-389"
"HIS","399T","Special Topics in History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-399T"
"HIS","399T.2","Tudor England","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-399T-2"
"HIS","399T.5","Modern Tibet","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/300/HIS-399T-5"
"HIS","401","Seminar in Historical Methods","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-401"
"HIS","470","History Portfolio","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-470"
"HIS","480","Senior Thesis: historiography","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-480"
"HIS","481","Senior Honors Thesis: monograph","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-481"
"HIS","490","Research Preparation","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-490"
"HIS","494","Greek History and Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-494"
"HIS","499T","Special Topics in History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-499T"
"HIS","499T.1","Anglican Foreign Missions& Brit Empire","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-499T-1"
"HIS","499T.2","Read Sem:Imperialism/Mod East Asia","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-499T-2"
"HIS","499T.3","Read Sem: Society & Culture/Mod China","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-499T-3"
"HIS","499T.4","Read Sem:Society & Culture/Modern Japan","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-499T-4"
"HIS","499T.5","Read Sem: The Body in Chinese History","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-499T-5"
"HIS","499T.6","Reading Seminar: Historical Ontology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HIS-History/400/HIS-499T-6"
"HSC","106","Readings in Health Science","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HSC-Health-Sciences/100/HSC-106"
"HSC","397","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HSC-Health-Sciences/300/HSC-397"
"HSC","398","Readings & Conference","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HSC-Health-Sciences/300/HSC-398"
"HSC","399T","Special Topics in Health Science","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HSC-Health-Sciences/300/HSC-399T"
"HSC","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/HSC-Health-Sciences/400/HSC-497"
"IND","102","Mind & Body in the Ancient World","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/100/IND-102"
"IND","103","Mind & Body in the Ancient World","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/100/IND-103"
"IND","200","China: Change & Continuity","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/200/IND-200"
"IND","205","Hawaii: History, Business and Sustainability","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/200/IND-205"
"IND","305.1","Winter Wilderness Experience","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/300/IND-305-1"
"IND","305.2","Winter Wilderness Experience","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/300/IND-305-2"
"IND","307.1","London: Art/History/Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/300/IND-307-1"
"IND","307.2","London: Art/History/Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/300/IND-307-2"
"IND","312","Paris and Venice: Early Modernidentities Identities in Material Culture","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/300/IND-312"
"IND","320.1","Scotland and the Lake District","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/300/IND-320-1"
"IND","320.2","Scotland and the Lake District","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/300/IND-320-2"
"IND","321","Scotland and Ireland Abroad: a HistoryOf Ideas","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/300/IND-321"
"IND","368","The Prison Experience","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/300/IND-368"
"IND","499","Business/Arts Interdisciplinary Seminar","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/IND-Interdepartmental/400/IND-499"
"JOURN","200","Principles and Practices of Journalism: Print","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/JOURN-Journalism/200/JOURN-200"
"JOURN","201","Principles & Practices of Journalism: Visual","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/JOURN-Journalism/200/JOURN-201"
"JOURN","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/JOURN-Journalism/200/JOURN-294"
"JOURN","300","Feature Writing","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/JOURN-Journalism/300/JOURN-300"
"JOURN","301","Advanced Editing and Reporting","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/JOURN-Journalism/300/JOURN-301"
"JOURN","397","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/JOURN-Journalism/300/JOURN-397"
"JOURN","400","Senior Project","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/JOURN-Journalism/400/JOURN-400"
"JOURN","401","Advanced Journalism Practices","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/JOURN-Journalism/400/JOURN-401"
"JOURN","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/JOURN-Journalism/400/JOURN-494"
"JOURN","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/JOURN-Journalism/400/JOURN-497"
"LAS","101","Introduction to Latin American Studies","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LAS-Latin-American-Studies/100/LAS-101"
"LAS","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LAS-Latin-American-Studies/200/LAS-294"
"LAS","490","Senior Portfolio","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LAS-Latin-American-Studies/400/LAS-490"
"LAS","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LAS-Latin-American-Studies/400/LAS-494"
"LAS","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LAS-Latin-American-Studies/400/LAS-497"
"LAS","499","Senior Project","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LAS-Latin-American-Studies/400/LAS-499"
"LSP","102","Leadership Practicum","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LSP-Leadership/100/LSP-102"
"LSP","201","Leadership Theories, Styles & Realities","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LSP-Leadership/200/LSP-201"
"LSP","210","Servant Leadership","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LSP-Leadership/200/LSP-210"
"LSP","299T.2","SpecTop:Leadershp in Business","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LSP-Leadership/200/LSP-299T-2"
"LSP","299T.2","Special Topics: Leadership in Business ","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LSP-Leadership/200/LSP-299T"
"LSP","399T","Special Topics in Leadership","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LSP-Leadership/300/LSP-399T"
"LSP","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LSP-Leadership/400/LSP-494"
"LSP","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/LSP-Leadership/400/LSP-497"
"MAT","101","Survey of Algebra and Probability","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-101"
"MAT","102","Functions","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-102"
"MAT","111","Contemporary Mathematics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-111"
"MAT","125","Data Analysis and Statistics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-125"
"MAT","130","Trigonometry","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-130"
"MAT","150","Applied Calculus: a Modeling Approach","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-150"
"MAT","150L","Calculus Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-150L"
"MAT","175","Single Variable Calculus","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-175"
"MAT","199","Math & Physics Colloquium","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-199"
"MAT","199T","Special Topics in Mathematics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/100/MAT-199T"
"MAT","212","Multiple Regression Analysis","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-212"
"MAT","221","Mathematics for Elementary Teachers I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-221"
"MAT","222","Mathematics for Elementary Teachers II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-222"
"MAT","252","Discrete Mathematics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-252"
"MAT","275","Multivariable Calculus","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-275"
"MAT","280","Introduction to Proof: Number Theory","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-280"
"MAT","281","Introduction to Proof: Combinatorics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-281"
"MAT","282","Introduction to Proof: Sets & Functions","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-282"
"MAT","283","Introduction to Proof: Logic","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-283"
"MAT","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/200/MAT-294"
"MAT","311","Probability and Mathematical Statistics I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/300/MAT-311"
"MAT","312","Probability and Mathematical Statistics II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/300/MAT-312"
"MAT","352","Differential Equations","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/300/MAT-352"
"MAT","352L","Differential Equations Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/300/MAT-352L"
"MAT","361","Linear Algebra","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/300/MAT-361"
"MAT","370","Geometry","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/300/MAT-370"
"MAT","372","History of Mathematics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/300/MAT-372"
"MAT","399T","Special Topics in Mathematics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/300/MAT-399T"
"MAT","399T.01","Digital Image Analysis","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/300/MAT-399T-01"
"MAT","431","Complex Analysis","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/400/MAT-431"
"MAT","441","Topology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/400/MAT-441"
"MAT","451","Real Analysis","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/400/MAT-451"
"MAT","461","Abstract Algebra","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/400/MAT-461"
"MAT","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/400/MAT-494"
"MAT","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/400/MAT-497"
"MAT","498","Upper Division Seminar","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/400/MAT-498"
"MAT","499T","Special Topics in Mathematics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MAT-Mathematics/400/MAT-499T"
"MFL","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MFL-Modern-Foreign-Languages/200/MFL-294"
"MFL","299","Intermediate Readings in Modern Foreign Language","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MFL-Modern-Foreign-Languages/200/MFL-299"
"MFL","398","Practicum in FL/ESL/Bilingual Education","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MFL-Modern-Foreign-Languages/300/MFL-398"
"MFL","444","Second Language Acquisition Theory and Practice","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MFL-Modern-Foreign-Languages/400/MFL-444"
"MFL","445","Foreign Language, Esl and Bilingual Methods","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MFL-Modern-Foreign-Languages/400/MFL-445"
"MFL","446","Linguistics for Language Teachers","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MFL-Modern-Foreign-Languages/400/MFL-446"
"MFL","447","Theoretical Foundations/Bilingual Ed/ESL","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MFL-Modern-Foreign-Languages/400/MFL-447"
"MFL","448","Teach Academic Content/English Learners","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MFL-Modern-Foreign-Languages/400/MFL-448"
"MFL","491","Research in French","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MFL-Modern-Foreign-Languages/400/MFL-491"
"MFL","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MFL-Modern-Foreign-Languages/400/MFL-494"
"MFL","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MFL-Modern-Foreign-Languages/400/MFL-497"
"MS","101","Introduction to Military Science","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MS-Military-Science/100/MS-101"
"MS","102","Introduction to Military Science","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MS-Military-Science/100/MS-102"
"MS","201","Introduction to Leadership","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MS-Military-Science/200/MS-201"
"MS","202","Military Leadership","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MS-Military-Science/200/MS-202"
"MS","250","Fitness Activities","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MS-Military-Science/200/MS-250"
"MS","290","Military Science Practicum","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MS-Military-Science/200/MS-290"
"MS","301","Leadership & Management","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MS-Military-Science/300/MS-301"
"MS","302","Basic Tactics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MS-Military-Science/300/MS-302"
"MS","390","Military Science Practicum","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MS-Military-Science/300/MS-390"
"MS","401","Professional Preparation","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MS-Military-Science/400/MS-401"
"MS","496","Military Science Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MS-Military-Science/400/MS-496"
"MUSAP","130","Applied Music I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUSAP-Applied-Music/100/MUSAP-130"
"MUSAP","230","Applied Music II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUSAP-Applied-Music/200/MUSAP-230"
"MUSAP","330","Applied Music III","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUSAP-Applied-Music/300/MUSAP-330"
"MUSAP","403","Applied Composition","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/MUSAP-Applied-Music/400/MUSAP-403"
