"sub","number","name","url"
"BIO","499","Senior Comprehensive Examination","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BIO-Biology/400/BIO-499"
"BIO","499T","Special Topics in Biology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BIO-Biology/400/BIO-499T"
"BUS","100","Introduction to Business","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/100/BUS-100"
"BUS","130","Personal Finance","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/100/BUS-130"
"BUS","150","Business Computer Applications","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/100/BUS-150"
"BUS","199T","Special Topics in Business","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/100/BUS-199T"
"BUS","200","Small Business Management","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-200"
"BUS","225","Principles of Management","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-225"
"BUS","270","Principles of Economics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-270"
"BUS","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-294"
"BUS","299T","Special Topics in Business","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-299T"
"BUS","330","Principles of Finance","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-330"
"BUS","332","Financial Institutions","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-332"
"BUS","340","International Business","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-340"
"BUS","341","International Business Travel","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-341"
"BUS","350","Management Science","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-350"
"BUS","357","Organizational Behavior","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-357"
"BUS","358","Human Resources Management","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-358"
"BUS","360","Principles of Marketing","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-360"
"BUS","366","Marketing Communication","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-366"
"BUS","381","Emerging Business Technology","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-381"
"BUS","385.1","Management Information Systems","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-385-1"
"BUS","391","Legal Environment","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-391"
"BUS","397","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-397"
"BUS","399T","Special Topics in Business","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-399T"
"BUS","430","Advanced Financial Management","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-430"
"BUS","432","Investment Theory & Practice","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-432"
"BUS","438","Financial Problems","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-438"
"BUS","444","International Finance","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-444"
"BUS","453","Principles of Productions and Operations Management","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-453"
"BUS","460","Social Media Marketing","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-460"
"BUS","466","Consumer Behavior","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-466"
"BUS","469","Marketing Strategy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-469"
"BUS","483","Project Management","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-483"
"BUS","492","Business and Accounting Capstone: Junior Year Experience","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-492"
"BUS","493","Business and Accounting Capstone:Senior Seminar","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-493"
"BUS","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-494"
"BUS","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-497"
"BUS","498","Executive Seminar","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-498"
"BUS","499T","Special Topics in Business","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/BUS-Business/400/BUS-499T"
"CHE","124","Forensic Science","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-124"
"CHE","124L","Forensic Science Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-124L"
"CHE","141","General Chemistry I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-141"
"CHE","142","General Chemistry II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-142"
"CHE","199T","Special Topics in Chemistry","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/100/CHE-199T"
"CHE","252","Analytical Chemistry I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/200/CHE-252"
"CHE","252L","Analytical Chemistry I Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/200/CHE-252L"
"CHE","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/200/CHE-294"
"CHE","299T","Special Topics in Chemistry","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/200/CHE-299T"
"CHE","301","Organic Chemistry I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-301"
"CHE","301L","Organic Chemistry I Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-301L"
"CHE","302","Organic Chemistry II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-302"
"CHE","302L","Organic Chemistry II Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-302L"
"CHE","352","Analytical Chemistry II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-352"
"CHE","352L","Analytical Chemistry Lab II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-352L"
"CHE","394","Special Topics in Chemistry","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-394"
"CHE","395","Chemistry Research","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-395"
"CHE","397","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-397"
"CHE","399T","Special Topics in Chemistry","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-399T"
"CHE","399T.1","Special Topic:Organic Chemistry Lecture","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-399T-1"
"CHE","399T.2","Special Topic: Organic Chemistry Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/300/CHE-399T-2"
"CHE","401","Chemical Dynamics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/400/CHE-401"
"CHE","401L","Chemical Dynamics Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/400/CHE-401L"
"CHE","412","Biochemistry","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/400/CHE-412"
"CHE","412L","Biochemistry Laboratory","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/400/CHE-412L"
"CHE","420","Inorganic Chemistry","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/400/CHE-420"
"CHE","420L","Inorganic Chemistry Lab","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/400/CHE-420L"
"CHE","490","Laboratory Assistant","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/400/CHE-490"
"CHE","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/400/CHE-494"
"CHE","495","Chemistry Research","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/400/CHE-495"
"CHE","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/400/CHE-497"
"CHE","499T","Special Topics in Chemistry","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/400/CHE-499T"
"CHE","499T.1","Special Topic in Chemistry","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHE-Chemistry/400/CHE-499T-1"
"CHI","101","Chinese Language and Culture I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHI-Chinese/100/CHI-101"
"CHI","101REV","Chinese Grammar and Phonetics Review","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHI-Chinese/100/CHI-101REV"
"CHI","102","Chinese Language and Culture II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHI-Chinese/100/CHI-102"
"CHI","199T","Special Topics: Chinese","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHI-Chinese/100/CHI-199T"
"CHI","201","Chinese Language and Culture III","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHI-Chinese/200/CHI-201"
"CHI","202","Chinese Language and Culture IV","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHI-Chinese/200/CHI-202"
"CHI","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CHI-Chinese/400/CHI-494"
"CSC","150","Computer Science I: Introduction to Computer Science and Programming","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/100/CSC-150"
"CSC","152","Computer Science II: Data Structures","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/100/CSC-152"
"CSC","160","Introduction to Computer Architecture","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/100/CSC-160"
"CSC","235","Programming Languages","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/200/CSC-235"
"CSC","270","Applied Databases","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/200/CSC-270"
"CSC","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/200/CSC-294"
"CSC","340","Design and Analysis of Algorithms","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/300/CSC-340"
"CSC","350","Formal Languages and Automata","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/300/CSC-350"
"CSC","455","Numerical Computation","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/400/CSC-455"
"CSC","480","Software Engineering and Senior Design I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/400/CSC-480"
"CSC","481","Software Engineering & Senior Design II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/400/CSC-481"
"CSC","482","Software Engineering & Senior Design III","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/400/CSC-482"
"CSC","490","Topics in Computer Science","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/400/CSC-490"
"CSC","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/400/CSC-494"
"CSC","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/CSC-Computer-Science/400/CSC-497"
"ECN","200","Principles of Economics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ECN-Economics/200/ECN-200"
"ECN","299T","Special Topics in Economics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ECN-Economics/200/ECN-299T"
"EDU","202","Introduction to Teaching","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/200/EDU-202"
"EDU","253","Language Development and Literacy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/200/EDU-253"
"EDU","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/200/EDU-294"
"EDU","300","Schools and Society","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/300/EDU-300"
"EDU","301","Foundations of Schooling","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/300/EDU-301"
"EDU","304","Literacy Development","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/300/EDU-304"
"EDU","305","Literacy in Content Areas","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/300/EDU-305"
"EDU","306","Writing Process and Assessment","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/300/EDU-306"
"EDU","350","Literature for Children and Adolescents","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/300/EDU-350"
"EDU","352","Diagnosis & Remediation","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/300/EDU-352"
"EDU","397","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/300/EDU-397"
"EDU","398","Practicum in FL/ESL/Bilingual Education","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/300/EDU-398"
"EDU","400","Philosophy of Education","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-400"
"EDU","430","Teaching in a Diverse Society","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-430"
"EDU","441","Curriculum and Instruction","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-441"
"EDU","442","Teaching Exceptional Children","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-442"
"EDU","444","Second Language Acquisition Theory and Practice","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-444"
"EDU","445","Foreign Language, Esl and Bilingual Methods","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-445"
"EDU","446","Linguistics for Language Teachers","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-446"
"EDU","447","Foundations/Bilingual Ed/ESL","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-447"
"EDU","448","Teach Academic Content/English Learners","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-448"
"EDU","451","Practicum in Reading","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-451"
"EDU","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-494"
"EDU","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDU-Education/400/EDU-497"
"EDUSPA","101","Spanish for Educators I","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDUSPA-Education-Spanish/100/EDUSPA-101"
"EDUSPA","102","Spanish for Educators II","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDUSPA-Education-Spanish/100/EDUSPA-102"
"EDUSPA","103","Spanish for Educators III","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/EDUSPA-Education-Spanish/100/EDUSPA-103"
"ENG","100","College Writing","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/100/ENG-100"
"ENG","210","Shakespearean Comedy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-210"
"ENG","211","Weird Shakespeare","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-211"
"ENG","212","Introduction to Shakespeare","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-212"
"ENG","213","Intro to Arthurian Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-213"
"ENG","218","World War I and Modern Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-218"
"ENG","219","Thief Making and Thief Taking: 19 Century Crime Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-219"
"ENG","220","Regionalisms of the British Isles","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-220"
"ENG","225","Asia Through Its Movies","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-225"
"ENG","226","Postmodernism and Human Rights Activism","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-226"
"ENG","228","Closely Reading Poems","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-228"
"ENG","230","Literature of the American West","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-230"
"ENG","231","Native American Fiction","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-231"
"ENG","232","The Literature of Slavery","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-232"
"ENG","233","The Literature of Immigrants","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-233"
"ENG","235","Prose and Cons","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-235"
"ENG","236","Literature and Comedy","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-236"
"ENG","237","Money in Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-237"
"ENG","238","Old and New: Premodern Texts and Modern Responses","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-238"
"ENG","239","Visions of Environment","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-239"
"ENG","240","The Fantastic in Japanese Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-240"
"ENG","245","Poetry Writing Workshop","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-245"
"ENG","246","Fiction Writing Workshop","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-246"
"ENG","247","Creat Nonfiction Writ Wkshp","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-247"
"ENG","280","Theory and Methods of the Study of Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-280"
"ENG","294","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/200/ENG-294"
"ENG","306","The Seventeenth Century Lyric","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-306"
"ENG","307","Origins and Traditions of English Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-307"
"ENG","308","Rival Playwrights: Marlowe, Shakespeare, Johnson","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-308"
"ENG","309","The Epic Tradition","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-309"
"ENG","310","English Renaissance Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-310"
"ENG","311","Drama of Early Modern Europe","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-311"
"ENG","315","Ghosties and Ghoulies and Long-Leggedy Beasties: the Supernatural in British Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-315"
"ENG","316","The Brontes","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-316"
"ENG","317","Nineteenth-Century British Fiction","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-317"
"ENG","318","Prize Books","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-318"
"ENG","319","Nineteenth-Century Literature of the British Isles","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-319"
"ENG","320","Twentieth-Century Literature of the British Isles","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-320"
"ENG","322","V. S. Naipaul and Salman Rushdie","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-322"
"ENG","323","Postcolonial Studies","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-323"
"ENG","324","Narratives Against Oppression","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-324"
"ENG","325","Constructing World Literatures","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-325"
"ENG","329","Inventing America","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-329"
"ENG","330","African American Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-330"
"ENG","331","Gardens of American Literature","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-331"
"ENG","332","Adrienne Rich","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-332"
"ENG","333","Hemingway and Faulkner","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-333"
"ENG","334","Ecopoetics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-334"
"ENG","335","American Renaissance","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-335"
"ENG","337","American Poetry and Poetics","http://collegeofidaho.smartcatalogiq.com/en/2016-2017/Undergraduate-Catalog/Courses/ENG-English/300/ENG-337"
